teamName,playerMainPosition,offsides,bigChanceCreated,passes,crosses,keyPasses,bigChanceSucc,interceptions,age,shots,bigChanceFaced,fouled,finalThirdPass,thBallSucc,assists,tackles,fouls,playerName,passSucc,country,goalProp,aerialWon,errorsSum,playerId,mans,apps,countryZh,redCards,disp,appsSub,thBall,teamId,finalThirdPassSucc,yelCards,id,rate,longBall,longBallSucc,shotsOTProp,dribbledPast,mins,blocks,shotsOT,goals,clears,crossSucc,offsideWon,dribbles,unsTouches
格罗宁根,后腰,0.0,1,39.5,0.125,0.34375,1.0,1.1875,20,0.6875,1,0.375,8.6875,0.0,0,1.3125,0.34375,丹尼尔·范卡姆,84.0981,Netherlands,0.0454545,1.0,1,54298,1,29,荷兰,0,0.4375,3,0.0,137,0.672662,0,163511,6.579688,2.5625,0.546667,0.181818,0.84375,2559,0.28125,0.125,1,0.84375,0.173913,0.125,0.59375,0.875
亚特兰大,前腰,0.0357143,3,33.1071,0.0714286,0.964286,0.333333,0.571429,24,0.785714,3,0.821429,13.6071,1.0,2,0.5,0.857143,马特奥·佩西纳,84.3581,Italy,0.0909091,0.714286,1,7035,0,21,意大利,0,0.678571,7,0.0357143,81,0.774278,2,168452,6.579643,0.928571,0.590909,0.454545,0.607143,1652,0.0714286,0.357143,2,0.214286,0.117647,0.0,0.535714,1.25
利物浦,中场,0.0416667,3,40.25,0.0416667,0.5,0.5,0.791667,20,0.791667,2,0.541667,13.7917,1.0,2,0.666667,0.75,柯蒂斯·琼斯,92.236,England,0.0526316,0.583333,1,45469,0,13,英格兰,0,1.33333,11,0.0416667,13,0.909366,2,162990,6.579584,0.916667,0.733333,0.473684,0.541667,1177,0.0,0.375,1,0.375,0.142857,0.0,0.916667,0.916667
奥格斯堡,中后卫,0.0,0,28.2083,0.0416667,0.0416667,0.0,1.20833,22,0.25,1,0.541667,3.5,0.0,0,1.08333,0.583333,奥克斯福德,81.9793,England,0.0,2.20833,0,6315,1,13,英格兰,0,0.166667,11,0.0,65,0.47619,2,164072,6.579166,1.54167,0.411111,0.166667,0.291667,1348,0.916667,0.0416667,0,3.58333,1.0,0.291667,0.166667,0.208333
卡迪夫,左边锋,0.428571,1,16.9048,0.142857,0.761905,1.0,0.857143,31,1.19048,2,0.619048,7.04762,0.0,2,1.14286,1.04762,霍列特,75.2113,Canada,0.08,0.666667,0,241,0,14,加拿大,0,1.0,7,0.0,268,0.648649,2,162774,6.579048,0.666667,0.4,0.2,0.428571,1169,0.047619,0.238095,2,0.333333,0.0810811,0.0,0.761905,1.28571
哥兹塔比,右后卫,0.0,1,24.8333,0.388889,0.333333,0.0,1.44444,31,0.0,0,0.611111,6.11111,0.0,2,1.61111,0.555556,加萨马,82.1029,Senegal,0.0,0.444444,0,3082,0,15,塞内加尔,0,0.333333,3,0.0,855,0.754545,1,167992,6.578889,1.33333,0.489796,0.0,0.611111,1167,0.0555556,0.0,0,1.38889,0.259259,0.222222,1.11111,1.0
罗斯托夫,右后卫,0.0416667,0,27.9167,0.333333,0.333333,0.5,1.20833,34,0.375,2,0.708333,9.125,0.0,1,1.5,0.708333,科兹洛夫,70.7463,Russia,0.111111,1.375,0,4230,0,20,俄罗斯,0,0.708333,4,0.0,163,0.657534,3,160237,6.57875,1.91667,0.380165,0.333333,0.416667,1809,0.166667,0.125,1,1.45833,0.186047,0.166667,0.0416667,0.625
波尔蒂芒,左后卫,0.0909091,1,23.5455,0.681818,0.5,1.0,0.909091,23,0.590909,1,1.09091,6.22727,0.0,0,1.22727,0.818182,法利·坎德,64.8649,Guinea-Bissau,0.153846,2.22727,0,60468,0,15,几内亚比绍,0,0.454545,7,0.0,1079,0.467153,5,164920,6.578636,1.22727,0.3,0.307692,0.5,1360,0.227273,0.181818,2,1.5,0.1875,0.0454545,0.727273,1.0
莫斯科中央陆军,左后卫,0.0454545,3,42.8182,0.818182,0.772727,0.0,1.22727,30,0.454545,0,1.63636,13.5455,1.0,0,1.36364,1.09091,谢尼科夫,81.5287,Russia,0.0,0.772727,2,4419,0,20,俄罗斯,0,0.454545,2,0.0454545,159,0.758389,3,160210,6.578636,1.22727,0.317647,0.2,0.590909,1741,0.0909091,0.0909091,0,1.31818,0.214286,0.0909091,0.5,0.954545
卡迪夫,中锋,0.142857,1,12.2857,0.0,0.380952,0.75,0.142857,27,1.04762,4,1.14286,5.90476,0.0,2,0.52381,0.857143,格拉策尔,65.8915,Germany,0.136364,2.47619,0,27746,0,8,德国,0,0.809524,13,0.0,268,0.572581,0,162776,6.578571,0.0952381,0.666667,0.5,0.47619,914,0.0,0.52381,3,0.428571,0.0,0.0,0.761905,1.28571
布拉加,左后卫,0.153846,0,35.8462,0.307692,0.153846,0.0,1.15385,28,0.307692,0,1.23077,9.76923,0.0,0,1.30769,0.846154,克里斯蒂安·博尔哈,81.9743,Colombia,0.25,0.923077,0,33075,1,8,哥伦比亚,0,0.230769,5,0.0,125,0.677165,1,170201,6.578461,1.61538,0.388889,0.75,0.538462,778,0.0769231,0.230769,1,1.15385,0.181818,0.153846,0.384615,0.615385
马拉蒂亚体育,左边锋,0.0,3,12.72,0.52,1.04,0.333333,0.68,24,0.56,3,0.56,5.48,0.0,3,0.88,0.44,穆斯塔法·伊斯基列克,72.0126,Turkey,0.142857,0.4,0,42427,0,11,土耳其,0,0.6,14,0.0,893,0.678832,2,163869,6.5784,0.48,0.5,0.357143,0.52,1091,0.0,0.2,2,0.36,0.302326,0.04,0.96,1.32
费雷拉,右后卫,0.03125,0,32.875,0.46875,0.5,0.0,1.4375,24,0.125,0,1.21875,8.125,0.0,1,2.125,0.71875,丰塞卡,73.384,Portugal,0.0,0.40625,1,22180,1,30,葡萄牙,0,0.75,2,0.0,121,0.596154,6,164958,6.577813,3.1875,0.437768,0.25,1.28125,2711,0.15625,0.03125,0,1.1875,0.197368,0.4375,0.75,1.3125
韦康比,中锋,0.235294,0,9.11765,0.0,0.529412,0.333333,0.0,22,1.58824,3,1.0,4.11765,0.0,0,0.647059,0.764706,穆斯奎,69.6774,Zimbabwe,0.111111,1.0,0,58006,1,13,津巴布韦,0,1.11765,4,0.0,510,0.642857,1,170131,6.577647,0.176471,0.3,0.37037,0.470588,1075,0.0588235,0.588235,3,0.176471,0.0,0.0,0.823529,1.52941
朗斯,中后卫,0.0,1,51.9444,0.0,0.111111,0.0,1.5,29,0.277778,0,0.5,5.44444,0.0,0,1.83333,1.44444,斯蒂文·福特斯,86.9519,Cape Verde,0.0,2.05556,0,12369,0,16,佛得角,1,0.0555556,2,0.0,114,0.571429,5,164217,6.577222,3.61111,0.580357,0.2,0.333333,1438,0.555556,0.0555556,0,2.88889,0.0,0.277778,0.166667,0.222222
韦康比,右后卫,0.025,1,21.475,0.55,0.525,0.0,1.325,27,0.25,0,0.5,8.575,0.0,1,1.7,0.7,杰克·格里默,50.291,Scotland,0.0,2.55,1,16478,0,39,苏格兰,0,0.225,1,0.0,510,0.422741,5,162549,6.577,1.5,0.234375,0.1,0.7,3450,0.375,0.025,0,2.55,0.226804,0.275,0.25,0.7
加济安泰普FK,左后卫,0.0,0,24.3636,0.409091,0.545455,0.0,1.95455,34,0.181818,0,0.954545,8.36364,0.0,0,2.0,1.22727,莫莱斯,71.6418,Brazil,0.0,0.409091,0,16501,0,16,巴西,1,0.545455,6,0.0,756,0.63587,5,163082,6.576818,1.18182,0.313253,0.25,0.863636,1422,0.318182,0.0454545,0,1.22727,0.18,0.363636,0.590909,0.863636
斯佩齐亚,右边锋,0.0689655,2,10.7931,0.0344828,0.413793,0.0,0.344828,22,0.655172,2,1.10345,5.68966,1.0,2,1.34483,0.689655,阿古德洛,71.885,Colombia,0.0526316,0.551724,0,65077,1,14,哥伦比亚,0,0.862069,15,0.0344828,732,0.654545,4,165263,6.576552,0.551724,0.592593,0.210526,0.758621,1353,0.0,0.137931,1,0.0344828,0.0909091,0.0,1.51724,1.2069
法兰克福,中后卫,0.0714286,1,44.2857,0.142857,0.142857,1.0,1.21429,34,0.714286,1,0.428571,7.71429,0.0,0,1.28571,0.642857,亚伯拉罕,84.3548,Argentina,0.1,2.21429,0,1883,0,14,阿根廷,1,0.0714286,0,0.0,70,0.694444,3,164074,6.576428,3.14286,0.611111,0.2,0.428571,1224,0.285714,0.142857,1,2.28571,0.153846,0.357143,0.285714,0.5
雷恩,门将,0.0,0,24.9091,0.0,0.0,0.0,0.136364,27,0.0,0,0.136364,1.22727,0.0,0,0.0454545,0.0454545,戈米斯,75.0,Senegal,0.0,0.363636,1,7117,0,22,塞内加尔,0,0.0,0,0.0,98,0.222222,1,167996,6.576363,4.04545,0.399103,0.0,0.0,1980,0.0,0.0,0,0.818182,0.0,0.0,0.0,0.0
水晶宫,中后卫,0.0,0,42.6667,0.0,0.0666667,0.5,1.2,34,0.266667,2,0.333333,5.93333,0.0,0,0.4,0.4,斯科特·丹恩,80.9375,England,0.25,3.4,1,470,0,15,英格兰,0,0.0,0,0.0,19,0.449438,1,162716,6.576,2.4,0.413793,0.25,0.466667,1350,0.933333,0.0666667,1,3.8,0.0,0.0666667,0.266667,0.333333
里泽体育,门将,0.0,0,26.9688,0.0,0.03125,0.0,0.0,26,0.0,0,0.125,2.0625,0.0,0,0.03125,0.0,格克汗·阿坎,74.7393,Turkey,0.0,0.15625,3,11677,0,32,土耳其,1,0.0,0,0.0,289,0.227273,3,162460,6.575937,6.28125,0.484337,0.0,0.0625,2817,0.0,0.0,0,0.75,0.0,0.0,0.0,0.03125
罗马,中场,0.0,1,39.4545,0.151515,0.242424,0.0,0.666667,23,0.30303,0,1.48485,9.81818,0.5,1,1.33333,1.54545,冈萨罗·比拉尔,89.9386,Spain,0.0,0.848485,1,45898,0,21,西班牙,0,0.454545,12,0.030303,76,0.799383,7,164392,6.575758,0.939394,0.596154,0.1,1.30303,1859,0.0909091,0.030303,0,0.393939,0.714286,0.030303,1.18182,0.787879
法蒂赫卡拉古鲁克,中后卫,0.0,0,51.2143,0.0,0.0714286,0.0,1.5,23,0.428571,1,0.928571,4.92857,0.0,0,0.928571,0.928571,库鲁库克,87.4477,Turkey,0.0,2.42857,0,23729,0,14,土耳其,0,0.0714286,0,0.0,1941,0.536232,4,169096,6.575714,1.42857,0.350877,0.333333,0.5,1260,0.785714,0.142857,0,5.28571,0.0,0.714286,0.214286,0.0
美因茨,中场,0.0714286,1,22.5,0.714286,0.857143,0.0,2.07143,25,0.857143,0,0.357143,6.21429,0.0,1,0.571429,0.5,费尔南德斯,76.8254,Switzerland,0.0,0.428571,0,10861,1,9,瑞士,0,1.0,5,0.0,63,0.597701,1,166334,6.575714,1.35714,0.404255,0.333333,0.214286,841,0.285714,0.285714,0,1.71429,0.384615,0.0,0.214286,0.857143
赫拉克勒斯,中锋,0.592593,1,15.6296,0.0,0.444444,0.333333,0.222222,27,1.48148,18,0.703704,5.96296,0.0,0,0.518519,0.925926,希南·巴基斯,71.8009,Turkey,0.25,2.14815,0,11532,2,20,土耳其,1,1.0,7,0.0,138,0.63354,4,163347,6.575555,0.333333,0.5625,0.575,0.407407,1646,0.0,0.851852,10,0.259259,0.0,0.0,0.481481,1.44444
昂热,中场,0.0,1,22.5862,0.0344828,0.241379,1.0,1.13793,25,0.482759,1,1.06897,4.89655,0.0,1,2.68966,0.896552,拉萨纳·库利巴利,82.7481,Mali,0.0714286,1.03448,0,7412,1,18,马里,1,0.586207,11,0.0,223,0.753521,4,161017,6.575517,1.24138,0.654545,0.285714,1.24138,1684,0.137931,0.137931,1,0.551724,0.0833333,0.0,0.517241,0.931035
博阿维斯塔,中后卫,0.0454545,0,33.5455,0.0,0.0909091,0.0,1.54545,35,0.272727,0,0.727273,4.09091,0.0,0,0.818182,0.636364,拉米,83.1978,France,0.0,1.27273,0,2165,0,22,法国,0,0.0454545,0,0.0,132,0.466667,4,165225,6.575455,4.31818,0.608974,0.333333,0.136364,1799,0.363636,0.0909091,0,3.72727,0.0,0.318182,0.272727,0.272727
美因茨,中后卫,0.0625,4,41.8438,0.28125,0.46875,1.0,1.53125,25,0.3125,3,0.3125,8.625,1.0,1,1.3125,1.53125,尼亚凯特,75.2801,France,0.3,2.09375,0,23504,0,32,法国,1,0.21875,0,0.03125,63,0.525362,8,164574,6.575313,3.0625,0.379845,0.6,0.46875,2867,0.46875,0.1875,3,2.40625,0.28125,0.3125,0.375,0.78125
圣埃蒂安,左边锋,0.09375,4,13.3438,0.6875,0.71875,0.2,0.28125,22,1.375,5,1.875,4.21875,0.0,4,0.4375,0.375,阿诺德·诺丁,81.9672,France,0.0909091,0.21875,0,19567,1,20,法国,0,0.71875,12,0.0,97,0.688889,1,161339,6.575313,0.65625,0.6,0.318182,0.46875,1783,0.0625,0.4375,4,0.25,0.297297,0.0,0.90625,1.5625
沙尔克04,中场,0.0,2,23.96,0.0,0.56,1.0,0.92,24,1.28,1,1.88,7.2,0.0,2,2.2,1.12,瑟尔达,75.793,Germany,0.03125,0.56,0,6921,0,24,德国,0,1.64,1,0.0,58,0.65,3,163938,6.5752,1.64,0.683333,0.3125,1.4,1958,0.16,0.4,1,0.76,0.0,0.04,1.56,2.16
美因茨,中锋,0.548387,2,11.871,0.129032,0.580645,0.25,0.16129,29,1.74194,8,1.09677,6.3871,0.0,0,1.0,1.22581,奥尼西沃,64.9457,Austria,0.0740741,1.93548,0,6924,1,19,奥地利,0,1.41935,12,0.0,63,0.585859,2,164581,6.574839,0.0967742,0.333333,0.37037,0.290323,1843,0.0322581,0.645161,4,0.387097,0.129032,0.0322581,1.19355,2.58065
哈德斯菲尔德,右边锋,0.5,7,19.7778,0.833333,1.16667,0.2,0.277778,25,0.972222,5,0.472222,8.97222,0.333333,7,0.694444,0.361111,姆本萨,79.9157,Belgium,0.142857,0.138889,0,16748,1,28,比利时,0,0.305556,8,0.0277778,278,0.727554,5,162697,6.574722,0.888889,0.52459,0.342857,0.305556,2334,0.0277778,0.333333,5,0.25,0.238095,0.0,0.388889,1.02778
蒙彼利埃,中后卫,0.0,0,36.4091,0.0454545,0.136364,1.0,1.54545,30,0.318182,2,1.18182,4.5,0.0,0,0.954545,1.0,佩德罗·门德斯,84.1448,Portugal,0.285714,1.40909,0,2579,0,19,葡萄牙,0,0.0909091,3,0.0,110,0.474747,5,161260,6.574545,3.90909,0.518072,0.285714,0.318182,1628,0.590909,0.0909091,2,2.36364,0.333333,0.272727,0.136364,0.363636
里昂,中场,0.0,1,36.3103,0.103448,0.551724,0.0,0.793103,21,0.344828,1,0.896552,12.5172,0.0,1,2.48276,1.06897,卡奎雷特,86.8946,France,0.0,0.344828,2,55885,0,19,法国,1,1.0,10,0.0,106,0.774105,2,161239,6.574483,1.68966,0.742424,0.1,2.44828,1761,0.103448,0.0344828,0,0.103448,0.230769,0.0,1.13793,1.31034
乌法,中后卫,0.0434783,0,35.1304,0.0434783,0.0869565,0.0,2.0,29,0.391304,1,0.695652,4.86957,0.0,0,0.478261,0.652174,尼基丁,82.6733,Russia,0.0,2.43478,1,4369,0,22,俄罗斯,0,0.0869565,1,0.0,165,0.607143,1,160354,6.574348,2.08696,0.45283,0.444444,0.521739,2012,0.782609,0.173913,0,4.08696,0.333333,0.608696,0.0,0.217391
克拉斯诺达尔,中后卫,0.0,0,51.5333,0.0,0.133333,0.0,2.66667,25,0.2,0,0.333333,8.8,0.0,0,0.933333,0.8,索罗金,78.784,Russia,0.0,2.0,0,24603,0,13,俄罗斯,1,0.0,2,0.0,162,0.484848,4,160983,6.574,3.53333,0.430894,0.0,0.133333,1170,0.933333,0.0,0,3.2,0.0,0.466667,0.133333,0.133333
希姆基,中锋,0.466667,0,18.3333,0.133333,0.8,0.0,0.666667,32,1.73333,1,0.866667,8.26667,0.0,1,0.266667,1.33333,佳久恩,65.8182,Russia,0.0,3.8,0,4470,0,12,俄罗斯,0,1.4,3,0.0,1402,0.612903,4,160201,6.574,0.533333,0.5,0.307692,0.466667,966,0.266667,0.533333,0,1.06667,0.285714,0.0666667,0.333333,2.8
代尼兹利体育,中后卫,0.030303,1,49.9394,0.0606061,0.212121,0.0,1.45455,29,0.69697,1,0.575758,7.81818,1.0,0,1.33333,0.909091,法比亚诺,85.801,Brazil,0.0,1.63636,2,5623,0,31,巴西,0,0.30303,2,0.030303,1316,0.705426,8,164008,6.573636,4.0303,0.585903,0.217391,0.515152,2689,0.393939,0.151515,0,3.12121,0.133333,0.393939,1.0303,0.575758
谢周三,右后卫,0.025641,1,26.359,0.410256,0.538462,0.25,1.15385,29,0.384615,4,0.769231,9.10256,1.0,2,1.28205,0.897436,利亚姆·帕尔默,66.1479,Scotland,0.0666667,0.538462,0,10969,0,31,苏格兰,0,0.25641,8,0.025641,261,0.532394,5,162792,6.57359,1.76923,0.278226,0.266667,0.410256,2968,0.410256,0.102564,1,1.69231,0.258065,0.128205,0.307692,0.641026
费雷拉,右边锋,0.242424,5,18.3636,0.242424,0.787879,0.571429,0.393939,24,0.69697,7,0.969697,7.27273,1.0,4,1.0303,1.0303,费雷拉,69.4719,Portugal,0.173913,0.848485,0,24897,0,25,葡萄牙,1,0.636364,8,0.030303,121,0.554167,4,164936,6.573333,0.636364,0.446809,0.391304,0.878788,2021,0.0909091,0.272727,4,1.0,0.195122,0.0909091,0.515152,1.27273
法蒂赫卡拉古鲁克,中锋,0.205882,1,12.1471,0.0,0.294118,0.5,0.0882353,31,0.882353,14,0.705882,4.5,1.0,1,0.352941,1.17647,索比希,70.46,Poland,0.3,2.05882,0,1699,1,24,波兰,0,0.382353,10,0.0294118,1941,0.607843,5,162747,6.572647,0.176471,0.6,0.5,0.117647,1963,0.0294118,0.441176,9,0.441176,0.0,0.0294118,0.147059,0.705882
安卡拉古库,中后卫,0.105263,1,37.1053,0.0526316,0.105263,0.0,1.52632,35,0.210526,0,0.263158,5.68421,0.0,0,1.26316,0.894737,克卢西奇,79.5745,Croatia,0.0,1.89474,0,11654,0,18,克罗地亚,0,0.0,1,0.0,1318,0.407407,3,163459,6.572631,2.26316,0.364407,0.25,0.315789,1601,0.473684,0.0526316,0,4.42105,0.333333,0.315789,0.210526,0.157895
尼姆,中场,0.0,1,21.75,0.0,0.59375,0.333333,1.84375,23,0.75,3,0.5,5.1875,0.0,1,2.0625,1.40625,弗姆巴,80.8908,France,0.0416667,1.0,2,45774,1,24,法国,0,1.3125,8,0.0,842,0.704819,8,161108,6.5725,0.78125,0.490196,0.25,1.125,2174,0.59375,0.1875,1,1.0625,0.0,0.0,0.4375,1.1875
坦波夫,中后卫,0.0,0,36.1667,0.0,0.0,0.0,1.66667,38,0.166667,0,0.833333,6.5,0.0,0,0.916667,0.416667,阿德,75.3456,Russia,0.0,1.5,0,9757,0,10,俄罗斯,0,0.25,2,0.0,1060,0.474359,2,160222,6.5725,3.41667,0.42268,0.0,0.5,861,0.25,0.0,0,4.33333,0.0,0.166667,0.0,0.0833333
芬洛,前腰,0.0833333,5,26.0417,0.458333,0.916667,0.0,0.333333,25,0.625,1,0.833333,11.4583,0.0,5,1.04167,1.58333,马查赫,73.44,France,0.0,0.791667,0,7350,1,18,法国,0,1.54167,6,0.0,846,0.676364,3,165699,6.572083,0.541667,0.361111,0.333333,0.791667,1478,0.166667,0.208333,0,0.208333,0.333333,0.0,2.29167,2.70833
韦斯卡,中后卫,0.121212,1,48.4848,0.0606061,0.151515,0.25,1.57576,30,0.515152,4,0.787879,8.24242,0.0,0,1.18182,1.06061,普利多,83.5625,Spain,0.0588235,1.93939,0,24303,0,32,西班牙,1,0.272727,1,0.0,682,0.617647,5,163590,6.571818,2.75758,0.413636,0.235294,0.363636,2886,0.545455,0.121212,1,2.84848,0.153846,0.515152,0.181818,0.212121
奥萨苏纳,右边锋,0.0606061,4,12.9091,0.393939,0.484848,0.0,0.484848,24,0.666667,3,0.69697,5.0303,0.0,3,0.30303,0.454545,恩里克·巴尔卡,76.0563,Spain,0.0909091,0.636364,0,9368,2,17,西班牙,0,1.21212,16,0.0,247,0.608434,2,163226,6.571818,0.454545,0.576923,0.545455,0.575758,1431,0.030303,0.363636,2,0.212121,0.180556,0.0,1.63636,1.66667
布莱顿,中锋,0.363636,6,19.697,0.151515,0.969697,0.388889,0.393939,24,2.15152,18,1.33333,9.27273,0.666667,2,0.606061,0.818182,尼尔·莫派,78.4615,France,0.112676,0.636364,0,2809,1,29,法国,1,1.45455,4,0.0606061,263,0.676471,1,163798,6.571818,0.424242,0.583333,0.366197,0.606061,2519,0.0,0.787879,8,0.181818,0.454545,0.0,0.727273,2.24242
莫斯科斯巴达,中后卫,0.0,0,54.68,0.08,0.32,0.0,2.04,21,0.08,0,0.8,10.64,0.0,0,1.64,1.32,马斯洛夫,85.3694,Russia,0.0,1.28,0,54347,0,24,俄罗斯,1,0.44,1,0.0,153,0.703008,6,160412,6.5716,4.28,0.557292,0.0,0.28,2108,0.72,0.0,0,1.64,0.125,0.28,0.28,0.52
莫斯科迪纳摩,后腰,0.0,0,37.25,0.0,0.125,1.0,1.75,33,0.375,1,0.625,6.25,0.0,0,0.8125,1.25,诺伊施塔特,86.2416,Russia,0.166667,0.9375,1,1591,0,10,俄罗斯,0,0.0625,6,0.0,152,0.72,4,166567,6.57125,2.0,0.542373,0.333333,0.4375,1006,0.375,0.125,1,1.125,0.0,0.3125,0.125,0.1875
布拉加,前腰,0.0384615,4,23.1538,0.615385,1.0,1.0,0.538462,27,0.923077,1,1.30769,7.69231,0.75,2,0.5,0.961538,诺瓦伊斯,80.2326,Portugal,0.0833333,0.461538,0,7532,0,9,葡萄牙,0,0.423077,17,0.115385,125,0.67,2,165716,6.571154,2.46154,0.621359,0.166667,0.538462,1073,0.0384615,0.153846,2,0.230769,0.222222,0.0,0.538462,0.384615
比利亚雷亚尔,中后卫,0.0285714,1,58.6,0.0571429,0.114286,0.0,0.628571,35,0.228571,2,0.457143,5.48571,0.0,0,0.628571,0.371429,阿尔比奥尔,88.8347,Spain,0.0,1.91429,2,2404,0,35,西班牙,0,0.171429,0,0.0,34,0.630208,7,163576,6.571143,3.97143,0.591489,0.125,0.142857,3119,0.628571,0.0285714,0,3.97143,0.333333,0.742857,0.114286,0.285714
巴拉多利德,右边锋,0.0,5,19.4444,1.14815,1.11111,0.0,0.407407,28,0.518519,0,0.62963,6.18518,0.0,5,0.703704,0.296296,埃尔维亚斯,83.8095,Spain,0.0,0.333333,0,6552,0,10,西班牙,0,0.555556,17,0.0,622,0.802395,1,163417,6.571111,0.666667,0.4,0.5,0.62963,1195,0.0,0.259259,0,0.296296,0.25,0.148148,0.777778,0.740741
水晶宫,中后卫,0.15,0,37.3,0.0,0.4,0.0,0.65,35,0.55,1,0.15,4.8,0.0,1,0.65,0.6,卡希尔,82.4397,England,0.0909091,3.45,0,3,0,20,英格兰,0,0.05,0,0.0,19,0.552083,3,166554,6.571,2.4,0.494845,0.272727,0.2,1800,1.1,0.15,1,4.3,0.0,0.25,0.05,0.35
加拉塔萨雷,左后卫,0.09375,7,20.7812,1.09375,1.0625,0.0,0.59375,29,0.4375,1,0.6875,7.84375,1.0,2,0.78125,0.5625,巴伊拉姆,83.7594,Turkey,0.0,0.46875,0,11604,0,13,土耳其,0,0.40625,19,0.03125,287,0.76494,4,163076,6.570938,0.59375,0.404255,0.357143,0.4375,1340,0.03125,0.15625,0,0.28125,0.236486,0.09375,0.6875,0.84375
水晶宫,中后卫,0.0,1,35.5278,0.0277778,0.222222,0.5,0.888889,31,0.194444,2,0.416667,4.30556,0.0,0,1.61111,1.0,库亚特,77.2478,Senegal,0.142857,2.33333,2,396,1,35,塞内加尔,0,0.222222,1,0.0,19,0.432258,4,162715,6.570833,2.47222,0.380342,0.285714,0.5,3122,0.722222,0.0555556,1,3.41667,0.333333,0.361111,0.277778,0.472222
帕尔马,中后卫,0.0526316,0,48.2632,0.0526316,0.105263,0.0,1.36842,39,0.526316,1,0.473684,6.05263,0.0,0,0.684211,1.05263,布鲁诺·阿尔维斯,85.8233,Portugal,0.1,2.31579,0,9050,0,18,葡萄牙,0,0.0526316,1,0.0,91,0.46087,3,164462,6.570526,6.84211,0.680628,0.3,0.105263,1631,0.631579,0.157895,1,4.21053,0.125,0.368421,0.0526316,0.0526316
法鲁人体育,后腰,0.0952381,1,24.5238,0.047619,0.142857,0.0,1.0,26,0.857143,2,0.333333,4.85714,1.0,1,2.09524,1.38095,克劳迪奥·法尔考,74.1748,Brazil,0.0,1.57143,0,25080,1,14,巴西,0,0.238095,7,0.047619,1920,0.490196,4,164740,6.570476,3.80952,0.544218,0.0555556,0.809524,1321,0.428571,0.047619,0,2.7619,0.25,0.333333,0.238095,0.571429
莱比锡红牛,中后卫,0.0,0,39.7857,0.0,0.0,1.0,0.571429,22,0.285714,1,1.07143,4.28571,0.0,0,0.428571,0.928571,科纳特,86.1759,France,0.25,2.07143,0,23452,0,8,法国,0,0.5,6,0.0,249,0.583333,2,168012,6.57,1.21429,0.377778,0.5,0.428571,693,0.214286,0.142857,1,1.64286,0.0,0.285714,0.571429,0.214286
埃尔切,中后卫,0.0344828,1,30.2069,0.241379,0.206897,0.0,1.27586,25,0.206897,0,0.62069,4.72414,0.0,1,1.48276,0.758621,乔西马,80.3653,Spain,0.0,1.24138,0,11356,0,21,西班牙,0,0.241379,8,0.0,39,0.532847,4,165165,6.57,1.89655,0.398551,0.0,0.275862,1965,0.241379,0.0,0,2.93103,0.212121,0.310345,0.310345,0.344828
热那亚,中锋,0.354839,3,15.0645,0.0645161,0.645161,0.454545,0.193548,25,1.25806,11,0.677419,6.58065,0.0,1,0.903226,1.25806,绍姆洛多夫,70.0214,Uzbekistan,0.205128,1.51613,0,12337,0,16,乌兹别克斯坦,0,0.967742,15,0.0,80,0.666667,1,166710,6.569677,0.193548,0.545455,0.435897,0.903226,1679,0.0645161,0.548387,8,0.322581,0.133333,0.0,0.483871,2.45161
皇家社会,后腰,0.0833333,1,50.0417,0.0833333,0.208333,0.5,0.5,24,0.375,2,0.458333,4.83333,0.0,1,0.958333,1.33333,祖贝尔迪亚,86.9276,Spain,0.111111,2.16667,0,20784,0,21,西班牙,0,0.25,3,0.0,33,0.655172,5,163423,6.569583,2.625,0.5,0.333333,0.25,1958,0.541667,0.125,1,1.83333,0.333333,0.541667,0.291667,0.5
索契FC,中后卫,0.0416667,0,32.8333,0.125,0.125,0.5,1.25,26,0.541667,2,0.791667,6.54167,0.0,0,0.833333,0.833333,米兰蒂诺维奇,80.4569,Serbia,0.0769231,2.04167,0,61682,0,18,塞尔维亚,0,0.166667,6,0.0,1872,0.643312,8,160426,6.569583,2.58333,0.508197,0.230769,0.5,1772,0.291667,0.125,1,2.625,0.25,0.25,0.25,0.291667
芬洛,左后卫,0.1875,0,29.5,0.0625,0.4375,0.0,1.6875,24,0.3125,0,1.125,7.1875,0.0,0,1.625,0.5625,莱昂·古瓦拉,72.6695,The Gambia,0.0,1.1875,0,6960,0,16,冈比亚,0,0.9375,0,0.0,846,0.686957,0,169791,6.569375,2.0625,0.492537,0.4,0.4375,1376,0.3125,0.125,0,2.0,0.0833333,0.0625,1.0,1.0
葡萄牙体育,中场,0.0645161,1,17.0323,0.0645161,0.225806,0.5,0.419355,22,0.516129,4,1.51613,4.58065,0.0,2,0.645161,1.06452,马修斯·努涅斯,84.4697,Brazil,0.1875,0.548387,0,51396,1,12,巴西,0,0.806452,19,0.0,116,0.704225,5,165444,6.569355,1.0,0.673913,0.3125,0.322581,1257,0.0645161,0.16129,3,0.419355,0.142857,0.0,1.19355,1.19355
